"","a99","name","a12","a9","FBK","DRG","kills_ADC","deaths_ADC","assists_ADC","kills_SUP","deaths_SUP","assists_SUP","ADC","SUP","KDA_mean","totalDamageDealtToChampions_mean","visionScore_mean","totalDamageTaken_mean","goldEarned_mean","visionWardsBoughtInGame_mean"
"4460",4770619027,"Caitlyn & Bard",200,TRUE,TRUE,TRUE,4,2,10,0,8,16,"Caitlyn","Bard",5.5,16207.5,90,17133,12608,7.5
"1364",4770640068,"Jhin & Sett",100,FALSE,FALSE,TRUE,14,7,8,1,11,12,"Jhin","Sett",8.62,19055.5,49.5,23446,12216,3.5
"4461",4770640068,"Ezreal & Nautilus",200,TRUE,TRUE,FALSE,19,5,16,2,9,23,"Ezreal","Nautilus",13.38,23649.5,44.5,18372,13102,7
"1365",4770646313,"Ezreal & Pyke",100,FALSE,FALSE,FALSE,3,6,9,5,8,7,"Ezreal","Pyke",5.19,20559.5,79,24385,13179.5,9.5
"4462",4770646313,"Kai'Sa & Sett",200,TRUE,FALSE,TRUE,11,4,11,4,4,17,"Kai'Sa","Sett",11,19521.5,52,23819.5,13271.5,9
"2495",4770720477,"Samira & Alistar",100,TRUE,FALSE,FALSE,5,3,10,0,5,22,"Samira","Alistar",6.37,6720.5,37,13520.5,8194,6.5
"3398",4770720477,"Kindred & Leona",200,FALSE,FALSE,TRUE,6,5,4,2,5,10,"Kindred","Leona",5.4,13094.5,38,13774.5,8463,6
"1366",4770758813,"Jhin & Morgana",100,FALSE,FALSE,FALSE,5,5,8,0,11,15,"Jhin","Morgana",3.98,12434,43.5,18880.5,8782,6.5
"4463",4770758813,"Miss Fortune & Leona",200,TRUE,FALSE,TRUE,14,5,14,1,7,21,"Miss Fortune","Leona",10.4,18921,44.5,20128.5,12322.5,4.5
"2496",4770858814,"Aphelios & Pantheon",100,TRUE,TRUE,TRUE,7,6,15,2,4,16,"Aphelios","Pantheon",7.75,18987.5,63,21249.5,12264.5,7
"3399",4770858814,"Kindred & Sett",200,FALSE,TRUE,FALSE,4,8,11,2,10,11,"Kindred","Sett",4.24,13678.5,53.5,21861.5,10243,6
"2497",4770864278,"Jhin & Thresh",100,TRUE,FALSE,TRUE,13,4,9,4,2,24,"Jhin","Thresh",15.62,12502,41,12501,11400,7
"4464",4770864278,"Twitch & Rakan",200,FALSE,FALSE,FALSE,1,11,6,1,9,5,"Twitch","Rakan",1.55,10189.5,28.5,17383,6976,5
"1367",4770910753,"Orianna & Maokai",100,FALSE,FALSE,TRUE,0,6,3,0,7,5,"Orianna","Maokai",0.61,12354,31,17325.5,5876.5,4
"3400",4770910753,"Senna & Thresh",200,TRUE,FALSE,FALSE,1,2,16,2,1,14,"Senna","Thresh",12.5,7391.5,34.5,9408,7901,3
"2498",4770990538,"Samira & Alistar",100,TRUE,FALSE,TRUE,15,5,11,3,4,20,"Samira","Alistar",12.6,20295,35.5,25928.5,10117.5,4.5
"4465",4770990538,"Lucian & Leona",200,FALSE,FALSE,FALSE,6,9,3,0,12,9,"Lucian","Leona",3.54,13305.5,21,21860,8837,2.5
"2499",4771151287,"Jinx & Thresh",100,TRUE,TRUE,TRUE,11,8,20,6,10,24,"Jinx","Thresh",10.95,22439.5,66,31429.5,14450.5,13
"4466",4771151287,"Kai'Sa & Nautilus",200,FALSE,TRUE,FALSE,18,9,8,1,10,22,"Kai'Sa","Nautilus",11.04,31654.5,62,28444.5,15624.5,10.5
"2500",4771470222,"Aphelios & Thresh",100,FALSE,TRUE,FALSE,3,5,4,2,2,12,"Aphelios","Thresh",5.9,7132,45,16289.5,8596.5,10
"3401",4771470222,"Yone & Karma",200,TRUE,TRUE,TRUE,6,2,4,2,5,15,"Yone","Karma",6.5,14071,30.5,14958.5,9347.5,6
"1368",4771639955,"Orianna & Nautilus",100,TRUE,FALSE,FALSE,6,3,10,2,6,17,"Orianna","Nautilus",7.08,12938.5,39,11812.5,9425.5,5.5
"3402",4771639955,"Jhin & Thresh",200,FALSE,TRUE,TRUE,5,6,9,2,6,11,"Jhin","Thresh",5.17,10312.5,37.5,14547,8700.5,5.5
"2501",4771656212,"Orianna & Bard",100,FALSE,FALSE,FALSE,4,5,2,0,4,5,"Orianna","Bard",2.83,7218,20,10397.5,6913,4.5
"4467",4771656212,"Jhin & Thresh",200,TRUE,FALSE,TRUE,4,1,3,0,3,10,"Jhin","Thresh",5.17,6486,28.5,8462,7223,6
"2502",4771703705,"Syndra & Thresh",100,FALSE,FALSE,FALSE,1,7,3,2,3,5,"Syndra","Thresh",2.55,6501.5,26.5,10886.5,6133.5,5
"3403",4771703705,"Ezreal & Leona",200,TRUE,TRUE,TRUE,5,1,9,1,3,11,"Ezreal","Leona",9.33,9344.5,34.5,9383,8674,7
"2503",4771766760,"Orianna & Thresh",100,FALSE,FALSE,FALSE,9,8,8,1,4,16,"Orianna","Thresh",7.5,11752,47.5,17794,9349.5,9
"3404",4771766760,"Ezreal & Leona",200,TRUE,FALSE,TRUE,8,3,2,1,9,11,"Ezreal","Leona",5.44,12098.5,49,16665.5,10711,3
"2504",4771773498,"Lucian & Thresh",100,FALSE,FALSE,FALSE,6,5,3,0,4,6,"Lucian","Thresh",4.05,11513.5,34,13325,8750.5,5.5
"4468",4771773498,"Caitlyn & Morgana",200,TRUE,FALSE,TRUE,2,3,9,2,2,12,"Caitlyn","Morgana",6.5,8891.5,48.5,9355.5,8980.5,7.5
"1369",4771786862,"Jinx & Thresh",100,TRUE,FALSE,TRUE,12,0,2,1,2,16,"Jinx","Thresh",Inf,12023,31,11563,10818,4
"3405",4771786862,"Tristana & Bard",200,FALSE,FALSE,FALSE,1,10,3,1,4,7,"Tristana","Bard",2.02,6450,28,15646,5762,5.5
"2505",4771789520,"Caitlyn & Morgana",100,TRUE,FALSE,FALSE,3,4,7,2,7,16,"Caitlyn","Morgana",4.52,13301,48,19889.5,10697,7.5
"3406",4771789520,"Jhin & Thresh",200,FALSE,FALSE,TRUE,7,2,10,2,4,13,"Jhin","Thresh",8.62,18406,50,17780.5,11162.5,8.5
"1370",4771811395,"Jhin & Pantheon",100,FALSE,FALSE,TRUE,4,5,11,4,10,10,"Jhin","Pantheon",5.6,14075,34.5,20696.5,9101,6.5
"4469",4771811395,"Caitlyn & Thresh",200,TRUE,FALSE,FALSE,10,4,9,3,4,20,"Caitlyn","Thresh",10.12,13552,39,15689.5,10759,6
"1371",4771815165,"Lucian & Galio",100,FALSE,TRUE,FALSE,12,11,7,2,10,17,"Lucian","Galio",8.17,26293.5,67,30905,14786.5,10
"3407",4771815165,"Miss Fortune & Leona",200,TRUE,TRUE,TRUE,13,5,18,3,5,26,"Miss Fortune","Leona",12.4,27795.5,70,25148,17220.5,9
"1372",4771846439,"Jhin & Pantheon",100,FALSE,FALSE,TRUE,4,2,3,4,6,4,"Jhin","Pantheon",5.08,14409,53,15789.5,9426.5,6.5
"4470",4771846439,"Lucian & Thresh",200,TRUE,FALSE,FALSE,3,6,9,2,4,15,"Lucian","Thresh",5.12,11663.5,56,15963.5,9286.5,6
"2506",4771863127,"Aphelios & Thresh",100,FALSE,FALSE,FALSE,0,3,0,0,4,2,"Aphelios","Thresh",0.25,3344,25.5,8832,5354,4.5
"3408",4771863127,"Ezreal & Karma",200,TRUE,FALSE,TRUE,5,0,5,0,1,9,"Ezreal","Karma",Inf,9917.5,28.5,6100.5,7895.5,4
"2507",4771900838,"Senna & Sett",100,FALSE,FALSE,TRUE,11,6,12,3,7,16,"Senna","Sett",9.14,15900,52.5,19008,11306,9
"4471",4771900838,"Kalista & Leona",200,TRUE,FALSE,FALSE,7,5,10,0,9,13,"Kalista","Leona",5.22,9437,48,15037.5,10679.5,11.5
"2508",4771946936,"Jhin & Pantheon",100,FALSE,TRUE,TRUE,3,4,6,4,4,6,"Jhin","Pantheon",5,9409,38.5,12124.5,8023.5,4
"4472",4771946936,"Ezreal & Thresh",200,TRUE,TRUE,FALSE,4,4,4,1,4,12,"Ezreal","Thresh",4.5,7317,27.5,11371.5,7812,4.5
"1373",4771955437,"Jhin & Pantheon",100,TRUE,FALSE,TRUE,18,3,21,6,10,23,"Jhin","Pantheon",16.65,41694,104.5,33556.5,19284.5,10
"4473",4771955437,"Lucian & Leona",200,FALSE,FALSE,FALSE,16,12,12,2,13,24,"Lucian","Leona",10.42,32211,87,44580.5,17387.5,20.5
"2509",4771964045,"Ashe & Karma",100,TRUE,FALSE,TRUE,2,7,9,2,5,14,"Ashe","Karma",4.04,14949.5,69,18475.5,10402.5,11
"4474",4771964045,"Kalista & Sett",200,FALSE,FALSE,FALSE,3,2,9,0,5,14,"Kalista","Sett",5.15,14009,60.5,26308.5,11043.5,6
"1374",4771983319,"Lucian & Leona",100,TRUE,TRUE,FALSE,10,5,10,3,3,23,"Lucian","Leona",11.33,24221.5,82,24025.5,13745,14
"3409",4771983319,"Jhin & Sett",200,FALSE,TRUE,TRUE,7,7,8,5,12,7,"Jhin","Sett",6.86,19552.5,62.5,28427.5,12322,8
"2510",4771999737,"Caitlyn & Thresh",100,FALSE,FALSE,FALSE,3,7,7,1,7,5,"Caitlyn","Thresh",2.86,9180.5,37,15568,8756,4.5
"4475",4771999737,"Jhin & Blitzcrank",200,TRUE,FALSE,TRUE,9,2,13,4,4,12,"Jhin","Blitzcrank",11.25,12518,42.5,14931.5,11159.5,6.5
"1375",4772122519,"Cassiopeia & Pantheon",100,TRUE,TRUE,TRUE,5,2,11,9,3,19,"Cassiopeia","Pantheon",12.92,19782,44.5,16803,10687,6
"4476",4772122519,"Ezreal & Sett",200,FALSE,TRUE,FALSE,4,11,8,5,9,6,"Ezreal","Sett",5.2,15831.5,41.5,24489,8944,7.5
"2511",4772291236,"Kai'Sa & Thresh",100,FALSE,FALSE,FALSE,8,6,3,1,6,19,"Kai'Sa","Thresh",6.33,9559,55,20037.5,10623.5,9.5
"3410",4772291236,"Ezreal & Blitzcrank",200,TRUE,FALSE,TRUE,4,2,15,2,7,14,"Ezreal","Blitzcrank",7.75,19227,49,19391.5,11598,7
"2512",4772337370,"Jhin & Bard",100,FALSE,FALSE,FALSE,3,2,2,1,3,7,"Jhin","Bard",3.67,7333.5,31,10166.5,7068.5,7.5
"4477",4772337370,"Aphelios & Karma",200,TRUE,FALSE,TRUE,4,2,8,2,2,15,"Aphelios","Karma",8.75,14863.5,37,10654.5,9989.5,5.5
"2513",4772378126,"Jhin & Leona",100,FALSE,FALSE,FALSE,2,4,4,0,3,3,"Jhin","Leona",2,6926.5,22.5,9321.5,5877.5,3
"4478",4772378126,"Aphelios & Thresh",200,TRUE,FALSE,TRUE,2,2,4,0,1,11,"Aphelios","Thresh",7.5,4546.5,31.5,6589,6322.5,4.5
"1376",4772451169,"Aphelios & Leona",100,FALSE,FALSE,FALSE,3,4,1,0,6,3,"Aphelios","Leona",1.88,6959.5,31.5,9632,6668,4.5
"4479",4772451169,"Ashe & Thresh",200,TRUE,FALSE,TRUE,8,0,12,1,2,18,"Ashe","Thresh",Inf,9261.5,38,7602,8556,7
"2514",4772517196,"Ezreal & Galio",100,FALSE,FALSE,FALSE,1,2,0,1,4,4,"Ezreal","Galio",1.5,5234.5,24,8372.5,5996,3
"3411",4772517196,"Jhin & Bard",200,TRUE,FALSE,TRUE,3,1,8,2,1,7,"Jhin","Bard",10,8222.5,37.5,6121,6988.5,5.5
"1377",4772656980,"Kai'Sa & Leona",100,TRUE,TRUE,TRUE,9,3,5,2,2,10,"Kai'Sa","Leona",8.83,9281.5,41.5,10681.5,9229.5,5
"4480",4772656980,"Syndra & Maokai",200,FALSE,TRUE,FALSE,3,3,0,0,3,3,"Syndra","Maokai",2,9744,29,10183.5,6660.5,3
"1378",4772667514,"Ezreal & Leona",100,FALSE,FALSE,FALSE,1,5,3,0,5,5,"Ezreal","Leona",1.3,3504,28,9685.5,5466,5
"4481",4772667514,"Syndra & Thresh",200,TRUE,TRUE,TRUE,4,2,4,2,4,8,"Syndra","Thresh",5,6757.5,27.5,7196.5,7239,7
"1379",4772693448,"Ashe & Thresh",100,FALSE,FALSE,TRUE,2,5,11,1,6,17,"Ashe","Thresh",4.02,10291,53,20147,9709,5
"3412",4772693448,"Jhin & Bard",200,TRUE,FALSE,FALSE,10,2,12,1,4,20,"Jhin","Bard",11,20175.5,75.5,17048.5,11706,11.5
"2515",4772700064,"Ezreal & Sett",100,TRUE,FALSE,TRUE,9,4,8,6,2,9,"Ezreal","Sett",10.75,15011.5,34,13401,9597,4.5
"4482",4772700064,"Kai'Sa & Bard",200,FALSE,FALSE,FALSE,0,6,2,1,2,4,"Kai'Sa","Bard",1.67,5183,18,10607,6163,1
"2516",4773132989,"Lucian & Leona",100,FALSE,TRUE,FALSE,4,8,9,1,4,14,"Lucian","Leona",4.81,14481,50,20389.5,10107.5,7
"3413",4773132989,"Ezreal & Bard",200,TRUE,TRUE,TRUE,5,3,9,1,5,19,"Ezreal","Bard",6.4,14619,61,14630.5,10616.5,10
"2517",4773202714,"Ashe & Thresh",100,FALSE,FALSE,FALSE,10,10,10,1,2,20,"Ashe","Thresh",11,17460.5,67.5,20092.5,12179,8.5
"4483",4773202714,"Ezreal & Bard",200,TRUE,FALSE,TRUE,6,6,7,2,8,16,"Ezreal","Bard",5.58,17007.5,50,18194,10309,9.5
"1380",4773214895,"Samira & Pantheon",100,TRUE,FALSE,TRUE,24,3,9,2,6,25,"Samira","Pantheon",16.58,21817.5,30.5,21676,13261.5,4
"3414",4773214895,"Senna & Gragas",200,FALSE,TRUE,FALSE,5,11,7,1,11,6,"Senna","Gragas",3.59,11210,31,17970.5,7162.5,5.5
"2518",4773420933,"Lucian & Sett",100,TRUE,FALSE,TRUE,7,7,5,4,3,7,"Lucian","Sett",7.02,12939.5,41,17611.5,9973,7
"4484",4773420933,"Kai'Sa & Leona",200,FALSE,FALSE,FALSE,6,3,5,1,5,5,"Kai'Sa","Leona",4.83,9078.5,37,11827.5,8929.5,6.5
"2519",4774098894,"Ezreal & Bard",100,FALSE,FALSE,FALSE,5,7,5,0,9,7,"Ezreal","Bard",3.25,10997,51.5,21230.5,9695,8
"4485",4774098894,"Miss Fortune & Thresh",200,TRUE,FALSE,TRUE,14,2,11,1,4,30,"Miss Fortune","Thresh",14,18957.5,59,15437,12927,7
"2520",4774304263,"Kalista & Taric",100,FALSE,FALSE,FALSE,2,6,3,0,7,12,"Kalista","Taric",2.11,6479,39.5,21189,8499.5,8
"4486",4774304263,"Orianna & Pyke",200,TRUE,FALSE,TRUE,4,9,17,4,5,11,"Orianna","Pyke",6.04,17296,74,20001.5,12335,4.5
"1381",4774334986,"Jhin & Leona",100,TRUE,TRUE,TRUE,19,3,7,0,9,15,"Jhin","Leona",11.5,31674.5,73.5,26846.5,15700,6.5
"3415",4774334986,"Kai'Sa & Morgana",200,FALSE,TRUE,FALSE,13,6,5,1,13,17,"Kai'Sa","Morgana",8.07,23291,65,31155.5,12907,4.5
"1382",4774500855,"Kennen & Thresh",100,TRUE,TRUE,TRUE,9,1,2,2,4,13,"Kennen","Thresh",8.12,9743,23.5,11557,7868,3.5
"4487",4774500855,"Jhin & Bard",200,FALSE,TRUE,FALSE,4,5,4,1,7,7,"Jhin","Bard",3.4,6569.5,24,12172.5,6338,3.5
"1383",4774579039,"Syndra & Leona",100,TRUE,FALSE,TRUE,11,5,10,1,5,15,"Syndra","Leona",8.5,17572,82.5,19493.5,13750.5,8.5
"4488",4774579039,"Jhin & Sett",200,FALSE,FALSE,FALSE,2,7,10,1,7,13,"Jhin","Sett",3.14,13170.5,53,23591,10389.5,9
"1384",4774800979,"Kai'Sa & Janna",100,TRUE,FALSE,TRUE,20,4,8,0,1,24,"Kai'Sa","Janna",23,16319,28.5,11651.5,11177.5,3
"3416",4774800979,"Jhin & Alistar",200,FALSE,FALSE,FALSE,1,6,6,0,5,13,"Jhin","Alistar",2.3,3856,23,13425,6078.5,5
"1385",4774826680,"Jinx & Tahm Kench",100,FALSE,TRUE,FALSE,2,4,5,0,5,8,"Jinx","Tahm Kench",2.42,8680,26,11006.5,8023.5,4
"3417",4774826680,"Ashe & Pantheon",200,TRUE,TRUE,TRUE,3,2,14,7,2,7,"Ashe","Pantheon",10.25,9976.5,42,11108,8705.5,5
"2521",4774893006,"Jhin & Pyke",100,FALSE,TRUE,FALSE,2,7,11,5,9,9,"Jhin","Pyke",4.79,10223,34,13784.5,7833,3
"3418",4774893006,"Kennen & Thresh",200,TRUE,TRUE,TRUE,9,4,7,3,5,19,"Kennen","Thresh",8.78,11011.5,25,15004.5,9669.5,5
"2522",4776342283,"Yone & Braum",100,FALSE,TRUE,TRUE,11,11,5,1,6,22,"Yone","Braum",8.06,18244.5,43.5,27298.5,11567,5.5
"4489",4776342283,"Lucian & Sett",200,TRUE,TRUE,FALSE,13,9,13,5,9,21,"Lucian","Sett",10.89,26144,52,31640.5,14541.5,5
"2523",4778318093,"Yasuo & Alistar",100,TRUE,FALSE,TRUE,0,10,6,1,8,20,"Yasuo","Alistar",2.05,6837.5,30,18922,7258.5,6
"4490",4778318093,"Samira & Leona",200,FALSE,FALSE,FALSE,12,5,7,3,4,11,"Samira","Leona",9.57,16602.5,36.5,18853,9696,5
"1386",4778730995,"Ashe & Alistar",100,TRUE,FALSE,FALSE,6,2,9,0,9,15,"Ashe","Alistar",6.08,12950.5,37.5,15285.5,8995.5,5.5
"4491",4778730995,"Lucian & Thresh",200,FALSE,FALSE,TRUE,7,3,2,0,5,18,"Lucian","Thresh",5.63,8825.5,44.5,13042.5,8468.5,9.5
"2524",4779384168,"Syndra & Nautilus",100,FALSE,FALSE,TRUE,4,11,5,0,9,10,"Syndra","Nautilus",2.78,18279,53,23631,8637,6.5
"3419",4779384168,"Jhin & Bard",200,TRUE,FALSE,FALSE,8,5,14,6,5,20,"Jhin","Bard",10.4,19450.5,65,23244,12082.5,3.5
"2525",4779431566,"Kai'Sa & Seraphine",100,FALSE,FALSE,TRUE,7,7,6,0,8,12,"Kai'Sa","Seraphine",4.68,18742,50.5,19312.5,10856,6.5
"3420",4779431566,"Jhin & Bard",200,TRUE,FALSE,FALSE,4,3,19,2,9,21,"Jhin","Bard",7.33,13305,51.5,20826.5,10544.5,5.5
"2526",4779964738,"Ezreal & Senna",100,FALSE,FALSE,FALSE,8,11,11,5,10,12,"Ezreal","Senna",7.6,33676,94,31731,15003,8
"4492",4779964738,"Ashe & Rakan",200,TRUE,TRUE,TRUE,9,3,17,1,7,28,"Ashe","Rakan",9.83,16190,71.5,27756,14087.5,10
"2527",4780844055,"Yone & Senna",100,TRUE,FALSE,FALSE,4,3,6,7,4,12,"Yone","Senna",8,12022,32.5,14939.5,9464.5,5
"4493",4780844055,"Kennen & Yuumi",200,FALSE,FALSE,TRUE,1,7,1,2,5,4,"Kennen","Yuumi",1.97,8408.5,22.5,11682.5,6218.5,0.5
"1387",4780958046,"Yone & Leona",100,TRUE,TRUE,TRUE,16,4,9,2,6,21,"Yone","Leona",11.88,19128.5,39.5,20282.5,11073.5,6
"4494",4780958046,"Miss Fortune & Galio",200,FALSE,TRUE,FALSE,3,12,5,2,10,10,"Miss Fortune","Galio",3.21,10132,29,22606,8341.5,4
"1388",4781706619,"Jhin & Bard",100,TRUE,FALSE,FALSE,8,3,10,1,4,20,"Jhin","Bard",8.67,16536.5,61.5,15614,10720,5.5
"4495",4781706619,"Aphelios & Thresh",200,FALSE,FALSE,TRUE,2,4,8,0,5,13,"Aphelios","Thresh",3.3,11969.5,50.5,16681.5,9440,9
"1389",4782291227,"Ashe & Thresh",100,TRUE,FALSE,FALSE,12,3,16,4,0,27,"Ashe","Thresh",Inf,19947,69,19583,14617.5,6
"4496",4782291227,"Jhin & Pantheon",200,FALSE,FALSE,TRUE,5,12,3,1,13,7,"Jhin","Pantheon",3.39,14569,42,29253.5,9349.5,5
"2528",4782615888,"Kai'Sa & Nautilus",100,FALSE,FALSE,FALSE,1,6,6,0,5,2,"Kai'Sa","Nautilus",1.2,5815.5,34.5,12272.5,6761.5,2.5
"4497",4782615888,"Jhin & Galio",200,TRUE,FALSE,TRUE,8,3,10,2,2,15,"Jhin","Galio",10.42,12469,25.5,13298,9551,5
"1390",4782728592,"Senna & Galio",100,TRUE,TRUE,TRUE,2,0,13,3,2,10,"Senna","Galio",Inf,6474,36,9447,7762.5,5
"4498",4782728592,"Kai'Sa & Seraphine",200,FALSE,TRUE,FALSE,0,5,1,0,5,3,"Kai'Sa","Seraphine",0.4,6009.5,20.5,10135,5750.5,2
"2529",4784431598,"Senna & Karma",100,FALSE,FALSE,FALSE,3,8,7,1,6,10,"Senna","Karma",3.27,8069,37,13665.5,7228,6
"3421",4784431598,"Vayne & Seraphine",200,TRUE,FALSE,TRUE,6,6,5,7,4,13,"Vayne","Seraphine",8.54,10955.5,39,11857.5,10817,6.5
"2530",4784880114,"Lucian & Thresh",100,TRUE,FALSE,FALSE,7,3,6,3,3,17,"Lucian","Thresh",8.83,8773,37.5,10271,9004.5,4
"4499",4784880114,"Aphelios & Leona",200,FALSE,FALSE,TRUE,6,4,4,3,4,6,"Aphelios","Leona",5.75,10345.5,44,11601.5,10130,7.5
"2531",4785332176,"Jhin & Alistar",100,FALSE,FALSE,FALSE,2,4,5,1,3,4,"Jhin","Alistar",2.79,7161.5,21,13869,6022,4.5
"4500",4785332176,"Kennen & Galio",200,TRUE,FALSE,TRUE,7,0,5,1,2,10,"Kennen","Galio",Inf,9086,30.5,10596.5,7549.5,4.5
"1391",4786339282,"Kai'Sa & Rakan",100,TRUE,FALSE,FALSE,14,7,13,2,8,28,"Kai'Sa","Rakan",10.68,23612.5,43,25931,13026.5,6
"3422",4786339282,"Jhin & Maokai",200,FALSE,FALSE,TRUE,10,7,10,2,11,12,"Jhin","Maokai",7.26,18181,45.5,23644,11662,4.5
"1392",4787097208,"Draven & Annie",100,TRUE,FALSE,FALSE,8,3,9,8,7,13,"Draven","Annie",10.43,17865.5,42,15400.5,12497.5,1
"3423",4787097208,"Jhin & Karma",200,FALSE,FALSE,TRUE,5,7,6,0,7,15,"Jhin","Karma",4,14080,40,17126.5,9581.5,5.5
"1393",4787148078,"Vayne & Sett",100,FALSE,TRUE,TRUE,3,10,6,6,3,10,"Vayne","Sett",6.47,14116,30.5,21806.5,9145,2
"3424",4787148078,"Jhin & Thresh",200,TRUE,TRUE,FALSE,4,5,9,5,7,11,"Jhin","Thresh",6.19,14228,41.5,14014.5,10284,5.5
"2532",4787210710,"Aphelios & Annie",100,TRUE,FALSE,TRUE,10,8,11,5,8,21,"Aphelios","Annie",9.5,18391.5,58.5,18652.5,11751,2.5
"3425",4787210710,"Samira & Nautilus",200,FALSE,TRUE,FALSE,6,7,8,4,10,13,"Samira","Nautilus",6.22,9558.5,42.5,24505,10143.5,8.5
"1394",4787239041,"Samira & Annie",100,TRUE,FALSE,FALSE,9,5,9,2,12,21,"Samira","Annie",7.28,15349,46,15638.5,9209,3.5
"4501",4787239041,"Jhin & Alistar",200,FALSE,FALSE,TRUE,4,6,9,2,6,13,"Jhin","Alistar",4.83,10254.5,29.5,13982.5,7549.5,8.5
"1395",4788156663,"Kai'Sa & Thresh",100,FALSE,FALSE,TRUE,2,10,11,3,8,13,"Kai'Sa","Thresh",3.86,12500.5,25,23467.5,8466,2.5
"4502",4788156663,"Aphelios & Pantheon",200,TRUE,FALSE,FALSE,8,4,15,13,5,17,"Aphelios","Pantheon",14.07,26073.5,44,19732,13528,4.5
"2533",4788230633,"Lucian & Sett",100,FALSE,FALSE,TRUE,3,6,5,5,4,7,"Lucian","Sett",5.29,10096.5,27,15766,7296.5,4
"3426",4788230633,"Jhin & Alistar",200,TRUE,FALSE,FALSE,6,8,5,2,3,11,"Jhin","Alistar",6.15,6961.5,24,12334,7809,4.5
"1396",4788545411,"Jhin & Thresh",100,TRUE,FALSE,FALSE,4,3,8,1,4,10,"Jhin","Thresh",5.08,8858,35,11150,7968,2.5
"4503",4788545411,"Kai'Sa & Annie",200,FALSE,FALSE,TRUE,5,5,2,0,5,7,"Kai'Sa","Annie",3.4,8634.5,33,14051.5,7141.5,4
"2534",4788701742,"Ashe & Morgana",100,FALSE,FALSE,FALSE,8,11,19,2,10,31,"Ashe","Morgana",7.41,19576.5,67,27531.5,12087.5,4.5
"3427",4788701742,"Jhin & Blitzcrank",200,TRUE,FALSE,TRUE,26,8,16,1,12,20,"Jhin","Blitzcrank",15.33,28881,60.5,32122.5,16394.5,11
"2535",4788737260,"Yone & Rakan",100,TRUE,FALSE,TRUE,9,6,9,2,5,15,"Yone","Rakan",7.75,12502.5,58,17688.5,10848.5,6.5
"3428",4788737260,"Jhin & Pyke",200,FALSE,TRUE,FALSE,10,3,10,7,8,9,"Jhin","Pyke",10.73,18324,48,17960,12749,6
"2536",4789324678,"Aphelios & Annie",100,FALSE,FALSE,FALSE,3,6,4,0,9,5,"Aphelios","Annie",2.11,13004.5,40.5,17886.5,8112.5,2.5
"4504",4789324678,"Ezreal & Bard",200,TRUE,FALSE,TRUE,11,0,9,2,4,20,"Ezreal","Bard",Inf,16206.5,46.5,14551.5,9498.5,4.5
"1397",4789650014,"Lucian & Galio",100,FALSE,FALSE,FALSE,6,6,5,2,10,10,"Lucian","Galio",4.92,7884.5,26.5,21294.5,9182.5,4
"4505",4789650014,"Aphelios & Annie",200,TRUE,FALSE,TRUE,5,5,12,4,6,20,"Aphelios","Annie",7.37,17759,47.5,13799.5,10002,1.5
"1398",4790409675,"Lucian & Braum",100,FALSE,FALSE,FALSE,0,5,3,2,5,1,"Lucian","Braum",1.4,5918,14.5,11137.5,5911.5,5
"4506",4790409675,"Miss Fortune & Pyke",200,TRUE,FALSE,TRUE,1,2,9,7,1,9,"Miss Fortune","Pyke",10.75,9040,43.5,10631.5,8394,1
"2537",4790424925,"Jhin & Alistar",100,TRUE,FALSE,TRUE,15,1,18,1,4,26,"Jhin","Alistar",20.25,19744,51.5,22963,13279,10.5
"4507",4790424925,"Miss Fortune & Rumble",200,FALSE,FALSE,FALSE,5,9,5,2,14,4,"Miss Fortune","Rumble",3.92,14819.5,59.5,23017.5,10488.5,8
"1399",4790498303,"Tristana & Rakan",100,TRUE,FALSE,TRUE,16,5,3,2,3,18,"Tristana","Rakan",12.3,12333.5,63,13056,12228.5,6
"3429",4790498303,"Jhin & Janna",200,FALSE,FALSE,FALSE,2,11,4,1,4,7,"Jhin","Janna",2.56,7142.5,38.5,13637,6947,5.5
"1400",4790512740,"Yone & Thresh",100,TRUE,FALSE,FALSE,9,6,10,1,9,23,"Yone","Thresh",7.11,19622.5,58.5,27239.5,13465,8.5
"4508",4790512740,"Jhin & Pantheon",200,FALSE,FALSE,TRUE,11,4,12,4,9,18,"Jhin","Pantheon",10,20493.5,60.5,25615.5,13292.5,7.5
"2538",4790929223,"Yone & Annie",100,TRUE,FALSE,TRUE,2,6,5,3,7,15,"Yone","Annie",3.99,10299.5,45.5,15116.5,7965.5,2
"3430",4790929223,"Samira & Alistar",200,FALSE,FALSE,FALSE,4,11,8,1,8,11,"Samira","Alistar",3.55,11458.5,29.5,24721,7833.5,4
"2539",4791140695,"Miss Fortune & Seraphine",100,FALSE,FALSE,FALSE,5,6,3,1,8,13,"Miss Fortune","Seraphine",4.06,9449.5,39,14451.5,8999,6
"3431",4791140695,"Yone & Pantheon",200,TRUE,FALSE,TRUE,10,5,1,4,4,10,"Yone","Pantheon",8.35,12482.5,39.5,16866,10029,3
"1401",4791449484,"Jhin & Leona",100,TRUE,FALSE,FALSE,15,4,6,0,8,14,"Jhin","Leona",9.12,14452,33.5,14940,11236.5,10
"4509",4791449484,"Ezreal & Camille",200,FALSE,TRUE,TRUE,7,5,2,2,5,10,"Ezreal","Camille",5.7,11933.5,37.5,18187.5,9996,4.5
