"","a99","name","a12","a9","FBK","DRG","kills_ADC","deaths_ADC","assists_ADC","kills_SUP","deaths_SUP","assists_SUP","ADC","SUP","KDA_mean","totalDamageDealtToChampions_mean","visionScore_mean","totalDamageTaken_mean","goldEarned_mean","visionWardsBoughtInGame_mean"
"21947",4909156817,"Miss Fortune & Alistar",100,FALSE,FALSE,FALSE,11,15,8,1,14,16,"Miss Fortune","Alistar",1.24,21821,33,30323.5,10743.5,9.5
"41783",4909156817,"Jhin & Sett",200,TRUE,TRUE,TRUE,14,7,20,6,8,30,"Jhin","Sett",4.67,22915,55,26194,13990,8
"11380",4909352927,"Syndra & Thresh",100,FALSE,FALSE,FALSE,11,4,5,2,7,16,"Syndra","Thresh",3.09,18240,70,21641.5,12591.5,11.5
"31544",4909352927,"Orianna & Galio",200,TRUE,FALSE,TRUE,7,2,18,1,7,11,"Orianna","Galio",4.11,15765,59.5,24781,12046.5,13
"21948",4916762632,"Jhin & Sett",100,TRUE,FALSE,FALSE,7,2,10,3,4,10,"Jhin","Sett",5,9918.5,33.5,9126.5,7963.5,7
"31545",4916762632,"Kai'Sa & Leona",200,FALSE,FALSE,TRUE,7,5,6,0,5,6,"Kai'Sa","Leona",1.9,7396,20.5,11728,7722,4.5
"11381",4909524906,"Jhin & Thresh",100,TRUE,FALSE,FALSE,7,0,6,0,2,12,"Jhin","Thresh",12.5,8795,35.5,7444,10113.5,6
"41784",4909524906,"Kai'Sa & Rakan",200,FALSE,FALSE,TRUE,1,3,4,0,4,5,"Kai'Sa","Rakan",1.43,4967.5,35,10482.5,7470,6
"21949",4909560856,"Kai'Sa & Thresh",100,FALSE,FALSE,TRUE,3,1,1,0,2,5,"Kai'Sa","Thresh",3,7312.5,35.5,10268.5,7549,6.5
"41785",4909560856,"Miss Fortune & Alistar",200,TRUE,FALSE,FALSE,2,2,4,1,1,10,"Miss Fortune","Alistar",5.67,6661.5,49,9847.5,8232.5,8.5
"11382",4910410984,"Aphelios & Leona",100,FALSE,FALSE,TRUE,3,9,7,0,7,14,"Aphelios","Leona",1.5,12621,26.5,17377.5,7280,3.5
"31546",4910410984,"Kai'Sa & Alistar",200,TRUE,FALSE,FALSE,5,8,12,3,5,22,"Kai'Sa","Alistar",3.23,13927.5,35.5,19684,8529,4.5
"11383",4910439843,"Kai'Sa & Leona",100,TRUE,FALSE,FALSE,2,3,9,2,3,17,"Kai'Sa","Leona",5,8048.5,39.5,11971.5,9602,6.5
"31547",4910439843,"Aphelios & Pantheon",200,FALSE,FALSE,TRUE,3,6,3,4,7,5,"Aphelios","Pantheon",1.15,7912,38,13794,8225.5,3
"11384",4911053812,"Jhin & Alistar",100,FALSE,FALSE,FALSE,2,6,5,0,8,6,"Jhin","Alistar",0.93,7644,31,14614,6296.5,5.5
"41786",4911053812,"Kai'Sa & Galio",200,TRUE,TRUE,TRUE,9,1,7,2,3,14,"Kai'Sa","Galio",8,10491,29,11250.5,9173,7
"21950",4911056328,"Aphelios & Thresh",100,TRUE,FALSE,FALSE,17,8,7,1,8,28,"Aphelios","Thresh",3.31,20445,76,25285.5,15314.5,10
"31548",4911056328,"Miss Fortune & Sett",200,FALSE,TRUE,TRUE,9,8,14,4,11,18,"Miss Fortune","Sett",2.37,27394,72.5,28810.5,14928.5,9.5
"21951",4911278498,"Aphelios & Thresh",100,TRUE,FALSE,TRUE,8,8,11,4,4,20,"Aphelios","Thresh",3.58,18921.5,81.5,27492.5,14802.5,11.5
"31549",4911278498,"Miss Fortune & Seraphine",200,FALSE,FALSE,FALSE,11,8,9,2,12,22,"Miss Fortune","Seraphine",2.2,27753,72,27983,15007.5,10.5
"11385",4911584733,"Miss Fortune & Galio",100,TRUE,FALSE,TRUE,5,9,17,5,6,18,"Miss Fortune","Galio",3,18400,40.5,20141.5,10474,8
"41787",4911584733,"Kai'Sa & Shen",200,FALSE,FALSE,FALSE,12,11,1,1,11,13,"Kai'Sa","Shen",1.23,14000,41,24700.5,11104,6.5
"21952",4911599291,"Orianna & Gragas",100,FALSE,FALSE,FALSE,0,3,3,1,6,3,"Orianna","Gragas",0.78,9066.5,35.5,16769,7510,4
"31550",4911599291,"Tristana & Maokai",200,TRUE,FALSE,TRUE,8,1,7,3,3,9,"Tristana","Maokai",6.75,16810.5,33.5,16044,11190.5,3
"21953",4916970068,"Jhin & Alistar",100,FALSE,TRUE,FALSE,12,6,8,4,8,15,"Jhin","Alistar",2.79,21006.5,46.5,26256.5,12690,6
"31551",4916970068,"Lucian & Leona",200,TRUE,TRUE,TRUE,6,5,8,2,7,18,"Lucian","Leona",2.83,17295.5,54.5,21568,12391.5,6
"11386",4911738780,"Kai'Sa & Galio",100,TRUE,FALSE,FALSE,6,5,2,1,2,14,"Kai'Sa","Galio",3.29,10444.5,46,15091.5,9904.5,8
"41788",4911738780,"Samira & Morgana",200,FALSE,FALSE,TRUE,4,5,7,0,4,12,"Samira","Morgana",2.56,11930.5,57.5,19530,9592.5,10
"11387",4911772976,"Jhin & Tahm Kench",100,TRUE,FALSE,TRUE,10,1,9,1,4,20,"Jhin","Tahm Kench",8,15231.5,54.5,13843,11416,7
"31552",4911772976,"Kai'Sa & Leona",200,FALSE,FALSE,FALSE,1,8,6,0,7,7,"Kai'Sa","Leona",0.93,6547.5,41,17977.5,7229.5,5.5
"11388",4921905448,"Aphelios & Thresh",100,FALSE,FALSE,FALSE,7,2,3,1,3,8,"Aphelios","Thresh",3.8,9030.5,46,10546.5,8970.5,6.5
"41789",4921905448,"Cassiopeia & Maokai",200,TRUE,FALSE,TRUE,2,2,7,0,3,8,"Cassiopeia","Maokai",3.4,5396,33,9093,7211,5.5
"11389",4917312028,"Kai'Sa & Leona",100,FALSE,FALSE,FALSE,3,10,3,0,11,6,"Kai'Sa","Leona",0.57,9024.5,42,25988,7950.5,10
"31553",4917312028,"Aphelios & Lulu",200,TRUE,FALSE,TRUE,13,6,11,1,3,27,"Aphelios","Lulu",5.78,21834,49,17888.5,13531.5,6.5
"11390",4911931693,"Aphelios & Janna",100,FALSE,FALSE,FALSE,4,8,7,1,12,13,"Aphelios","Janna",1.25,14196,46,24332.5,10351.5,6.5
"31554",4911931693,"Jhin & Alistar",200,TRUE,FALSE,TRUE,9,5,11,1,4,17,"Jhin","Alistar",4.22,15230.5,62.5,24500.5,11677,9
"21954",4917397512,"Lucian & Galio",100,TRUE,FALSE,FALSE,8,3,7,3,5,11,"Lucian","Galio",3.62,13561.5,42.5,17974.5,11432,9
"31555",4917397512,"Yone & Maokai",200,FALSE,FALSE,TRUE,11,5,4,2,9,6,"Yone","Maokai",1.64,22465,37.5,19562,10580.5,4.5
"11391",4911959666,"Jhin & Shaco",100,FALSE,FALSE,FALSE,1,10,15,9,8,17,"Jhin","Shaco",2.33,25592,63.5,24534.5,12096.5,9
"41790",4911959666,"Kai'Sa & Alistar",200,TRUE,TRUE,TRUE,16,7,7,2,8,21,"Kai'Sa","Alistar",3.07,26311.5,78,32140,15144,10.5
"11392",4912000161,"Vayne & Galio",100,TRUE,TRUE,TRUE,14,5,8,2,3,19,"Vayne","Galio",5.38,15969.5,26.5,15443,9844.5,4.5
"41791",4912000161,"Kai'Sa & Alistar",200,FALSE,TRUE,FALSE,5,9,3,1,10,6,"Kai'Sa","Alistar",0.79,9713,15.5,19824,6340,3
"21955",4912004600,"Lucian & Leona",100,TRUE,FALSE,TRUE,8,5,7,3,4,11,"Lucian","Leona",3.22,14701.5,58,18918,11845.5,11
"41792",4912004600,"Kennen & Thresh",200,FALSE,FALSE,FALSE,0,5,3,0,7,5,"Kennen","Thresh",0.67,6383,52,15202,8557,10
"11393",4912041643,"Samira & Rakan",100,FALSE,FALSE,TRUE,2,5,1,0,5,3,"Samira","Rakan",0.6,7760.5,43.5,11761,6454,6.5
"31556",4912041643,"Yone & Alistar",200,TRUE,FALSE,FALSE,4,4,5,1,2,13,"Yone","Alistar",3.83,7003,32,13398.5,7819.5,5.5
"21956",4912047871,"Kai'Sa & Rell",100,TRUE,FALSE,TRUE,13,5,7,1,10,14,"Kai'Sa","Rell",2.33,18619.5,52.5,22708.5,12028,8.5
"41793",4912047871,"Jhin & Bard",200,FALSE,TRUE,FALSE,8,7,11,2,3,22,"Jhin","Bard",4.3,16275,71,21903,10888,5.5
"21957",4912340738,"Aphelios & Thresh",100,FALSE,FALSE,FALSE,2,8,1,1,5,2,"Aphelios","Thresh",0.46,8212,34.5,13542.5,6983.5,7.5
"31557",4912340738,"Kai'Sa & Alistar",200,TRUE,FALSE,TRUE,12,0,5,0,0,18,"Kai'Sa","Alistar",42,10947,47,11748.5,10364.5,7.5
"11394",4912755078,"Yone & Galio",100,TRUE,FALSE,FALSE,19,5,10,2,10,23,"Yone","Galio",3.6,32236,76,45905.5,17462,11
"41794",4912755078,"Vayne & Leona",200,FALSE,TRUE,TRUE,6,8,11,2,9,20,"Vayne","Leona",2.29,15612.5,68.5,30353.5,13544.5,13
"11395",4912896149,"Yasuo & Galio",100,TRUE,FALSE,FALSE,0,5,12,1,1,12,"Yasuo","Galio",4.17,7229,41,15838,7923.5,6.5
"41795",4912896149,"Aphelios & Alistar",200,FALSE,FALSE,TRUE,1,6,2,2,5,3,"Aphelios","Alistar",0.73,6856,34.5,14825,7685,5
"21958",4913027050,"Aphelios & Zac",100,FALSE,TRUE,FALSE,2,7,8,3,7,11,"Aphelios","Zac",1.71,13883.5,58,21225,9509.5,7.5
"31558",4913027050,"Tristana & Alistar",200,TRUE,TRUE,TRUE,7,3,12,3,6,23,"Tristana","Alistar",5,15330,55.5,22859.5,11772.5,8.5
"21959",4917927445,"Jhin & Thresh",100,TRUE,FALSE,TRUE,5,9,6,2,4,12,"Jhin","Thresh",1.92,11184.5,40.5,18425.5,9507,7
"31559",4917927445,"Tristana & Blitzcrank",200,FALSE,FALSE,FALSE,13,4,2,0,4,8,"Tristana","Blitzcrank",2.88,16618,51.5,16723.5,10848.5,5.5
"21960",4913059864,"Lucian & Janna",100,FALSE,FALSE,FALSE,8,7,5,0,7,10,"Lucian","Janna",1.64,15366.5,63,18035,10206.5,7
"41796",4913059864,"Vayne & Nautilus",200,TRUE,FALSE,TRUE,7,3,8,2,2,13,"Vayne","Nautilus",6,11128,55.5,19316.5,12039,9.5
"11396",4913071293,"Jhin & Janna",100,FALSE,TRUE,TRUE,10,3,2,0,6,10,"Jhin","Janna",2.44,10949.5,52.5,14106.5,8925.5,9.5
"41797",4913071293,"Samira & Nautilus",200,TRUE,TRUE,FALSE,1,5,6,2,4,9,"Samira","Nautilus",2,7384,35,14751,7867,6
"21961",4913155216,"Miss Fortune & Alistar",100,TRUE,FALSE,FALSE,6,2,12,5,1,18,"Miss Fortune","Alistar",13.67,10345,41,12734.5,9576,5
"31560",4913155216,"Aphelios & Pantheon",200,FALSE,FALSE,TRUE,2,8,1,5,7,1,"Aphelios","Pantheon",0.6,11137,33,13933,8310.5,6.5
"21962",4913192956,"Vayne & Leona",100,TRUE,FALSE,FALSE,7,5,11,3,3,17,"Vayne","Leona",4.75,12820,51.5,14858.5,10183.5,6
"31561",4913192956,"Xayah & Shen",200,FALSE,FALSE,TRUE,3,8,5,2,6,12,"Xayah","Shen",1.57,8046,39.5,17156,8536,5.5
"11397",4913371581,"Jhin & Gragas",100,TRUE,FALSE,TRUE,14,1,8,7,5,13,"Jhin","Gragas",7,17713.5,49,13527,12058.5,7.5
"41798",4913371581,"Kai'Sa & Blitzcrank",200,FALSE,FALSE,FALSE,5,7,6,2,5,11,"Kai'Sa","Blitzcrank",2,10903,50,15823.5,8793,8
"21963",4918161074,"Aphelios & Leona",100,FALSE,FALSE,FALSE,3,6,1,1,4,3,"Aphelios","Leona",0.8,7056.5,30.5,10601.5,7045,5.5
"31562",4918161074,"Jhin & Rell",200,TRUE,FALSE,TRUE,6,1,10,1,3,12,"Jhin","Rell",7.25,9193.5,41.5,7197.5,9155.5,7
"21964",4914175222,"Kai'Sa & Leona",100,FALSE,FALSE,FALSE,6,7,4,1,9,8,"Kai'Sa","Leona",1.19,10446,22.5,14946,7546.5,1.5
"31563",4914175222,"Lucian & Braum",200,TRUE,FALSE,TRUE,18,4,7,1,4,21,"Lucian","Braum",5.88,15406.5,33,12905,10097.5,2.5
"11398",4914261554,"Jhin & Alistar",100,FALSE,FALSE,FALSE,1,4,3,1,7,4,"Jhin","Alistar",0.82,6854.5,47,15680.5,7422.5,12
"31564",4914261554,"Aphelios & Thresh",200,TRUE,FALSE,TRUE,7,3,9,1,0,11,"Aphelios","Thresh",9.33,10130.5,52.5,8913.5,9915.5,9
"21965",4914336831,"Jhin & Pantheon",100,FALSE,FALSE,TRUE,3,10,3,4,8,8,"Jhin","Pantheon",1,12069,47,16360,7912,3
"31565",4914336831,"Kai'Sa & Rell",200,TRUE,TRUE,FALSE,17,3,12,1,4,23,"Kai'Sa","Rell",7.57,17314,37,15889.5,12078.5,7.5
"11399",4914376991,"Jhin & Pantheon",100,TRUE,FALSE,FALSE,2,7,12,10,4,10,"Jhin","Pantheon",3.09,12090,40,14617,9855,3.5
"31566",4914376991,"Aphelios & Thresh",200,FALSE,FALSE,TRUE,6,10,5,2,6,7,"Aphelios","Thresh",1.25,13427,37.5,17900.5,8055.5,9.5
"21966",4918864344,"Lucian & Rakan",100,FALSE,FALSE,FALSE,1,13,0,3,2,11,"Lucian","Rakan",1,7413.5,46,18727.5,8412,3
"31567",4918864344,"Vayne & Rell",200,TRUE,FALSE,TRUE,4,4,10,1,7,19,"Vayne","Rell",3.09,10858.5,41,16592,9262,5.5
"21967",4914406796,"Miss Fortune & Galio",100,TRUE,FALSE,FALSE,13,1,10,0,5,17,"Miss Fortune","Galio",6.67,15661.5,56.5,14085.5,11945,11
"41799",4914406796,"Kai'Sa & Leona",200,FALSE,FALSE,TRUE,3,5,6,1,7,3,"Kai'Sa","Leona",1.08,7373,57.5,15272,8688.5,9
"11400",4914478373,"Jhin & Galio",100,TRUE,FALSE,TRUE,6,4,15,6,1,17,"Jhin","Galio",8.8,17126.5,72.5,19263.5,13230,11
"31568",4914478373,"Kai'Sa & Alistar",200,FALSE,FALSE,FALSE,6,6,3,0,8,9,"Kai'Sa","Alistar",1.29,16239,62.5,26454.5,12010.5,8.5
"11401",4914509602,"Aphelios & Morgana",100,TRUE,FALSE,FALSE,7,4,6,0,5,19,"Aphelios","Morgana",3.56,12583.5,54.5,12150,10126.5,12
"41800",4914509602,"Cassiopeia & Thresh",200,FALSE,FALSE,TRUE,5,3,7,0,5,10,"Cassiopeia","Thresh",2.75,8056.5,51.5,14504,9573,6.5
"21968",4914516319,"Miss Fortune & Leona",100,TRUE,TRUE,FALSE,6,4,17,2,3,18,"Miss Fortune","Leona",6.14,13699.5,67,16919,12269,10
"31569",4914516319,"Cassiopeia & Blitzcrank",200,FALSE,TRUE,TRUE,6,10,2,0,5,8,"Cassiopeia","Blitzcrank",1.07,15589.5,61,22419,9750.5,8.5
"21969",4914530157,"Samira & Galio",100,FALSE,FALSE,FALSE,3,4,3,0,3,5,"Samira","Galio",1.57,5937,24.5,9133,6820.5,4.5
"41801",4914530157,"Kai'Sa & Rell",200,TRUE,FALSE,TRUE,7,0,1,1,3,6,"Kai'Sa","Rell",5,5382,41.5,8704,8769,6.5
"21970",4914560509,"Kai'Sa & Thresh",100,TRUE,FALSE,FALSE,11,7,19,0,10,25,"Kai'Sa","Thresh",3.24,21677.5,65,31079,14736,8.5
"31570",4914560509,"Miss Fortune & Maokai",200,FALSE,FALSE,TRUE,13,9,13,5,10,21,"Miss Fortune","Maokai",2.74,35273,82.5,29787.5,15928.5,9
"21971",4914603150,"Heimerdinger & Rell",100,TRUE,TRUE,TRUE,2,3,7,2,3,11,"Heimerdinger","Rell",3.67,8815,42.5,8059,8384,7
"41802",4914603150,"Jhin & Alistar",200,FALSE,TRUE,FALSE,4,2,3,1,3,7,"Jhin","Alistar",3,6707,32,13375,8579,4.5
"21972",4914647653,"Kai'Sa & Leona",100,FALSE,FALSE,FALSE,11,6,3,0,9,8,"Kai'Sa","Leona",1.47,14343.5,39.5,18780,10685.5,5
"41803",4914647653,"Aphelios & Thresh",200,TRUE,TRUE,TRUE,18,4,5,1,3,20,"Aphelios","Thresh",6.29,16705,51,15417.5,13136,8.5
"21973",4919314731,"Yone & Nautilus",100,FALSE,FALSE,TRUE,3,6,9,1,10,15,"Yone","Nautilus",1.75,9403.5,55.5,20234,9107.5,7
"41804",4919314731,"Kai'Sa & Galio",200,TRUE,FALSE,FALSE,15,6,7,3,5,28,"Kai'Sa","Galio",4.82,18756,54,22276,13284.5,7
"11402",4919390835,"Kai'Sa & Sett",100,FALSE,FALSE,FALSE,4,6,6,1,8,5,"Kai'Sa","Sett",1.14,11215.5,47,20778.5,8662.5,7
"41805",4919390835,"Aphelios & Maokai",200,TRUE,FALSE,TRUE,6,3,6,3,3,14,"Aphelios","Maokai",4.83,14821.5,47,15948,11431.5,5.5
"21974",4915530660,"Draven & Thresh",100,FALSE,FALSE,FALSE,1,2,4,1,4,3,"Draven","Thresh",1.5,5246.5,27,7329,5848,3.5
"31571",4915530660,"Samira & Alistar",200,TRUE,TRUE,TRUE,2,4,10,0,1,13,"Samira","Alistar",5,5062,27,9229.5,6641,2.5
"11403",4919930260,"Ashe & Maokai",100,FALSE,FALSE,FALSE,1,6,10,4,9,3,"Ashe","Maokai",1.2,14775.5,36,19251.5,7888.5,2.5
"31572",4919930260,"Jhin & Poppy",200,TRUE,FALSE,TRUE,3,1,8,4,5,12,"Jhin","Poppy",4.5,10455.5,44.5,13915.5,8924.5,3.5
"21975",4915689211,"Jhin & Lulu",100,FALSE,FALSE,FALSE,0,3,8,0,7,7,"Jhin","Lulu",1.5,5904,25.5,10629,5943.5,3
"31573",4915689211,"Samira & Leona",200,TRUE,FALSE,TRUE,10,3,9,0,3,9,"Samira","Leona",4.67,10437.5,30,10647.5,9301,5
"21976",4920073621,"Orianna & Seraphine",100,FALSE,FALSE,TRUE,11,3,7,0,6,14,"Orianna","Seraphine",3.56,23959,59.5,19343.5,13018.5,13.5
"41806",4920073621,"Yasuo & Nautilus",200,TRUE,FALSE,FALSE,2,6,10,3,4,15,"Yasuo","Nautilus",3,10795.5,74.5,25691,12643,10.5
"11404",4920123637,"Kai'Sa & Seraphine",100,TRUE,FALSE,TRUE,19,6,8,1,6,21,"Kai'Sa","Seraphine",4.08,26172,54,20788.5,13792,9.5
"31574",4920123637,"Samira & Thresh",200,FALSE,FALSE,FALSE,6,8,9,0,9,14,"Samira","Thresh",1.71,12411.5,55.5,26827.5,11518.5,5.5
"11405",4916072840,"Samira & Leona",100,FALSE,FALSE,FALSE,11,5,2,1,5,12,"Samira","Leona",2.6,15518.5,42,20447,9599.5,8
"41807",4916072840,"Vayne & Galio",200,TRUE,FALSE,TRUE,5,6,5,3,4,13,"Vayne","Galio",2.6,10052.5,44,15224,9129.5,6.5
"21977",4916663865,"Jhin & Pantheon",100,FALSE,FALSE,TRUE,5,6,3,4,7,7,"Jhin","Pantheon",1.46,12827,56,16863,9871,9.5
"41808",4916663865,"Kai'Sa & Gragas",200,TRUE,FALSE,FALSE,6,6,6,3,5,15,"Kai'Sa","Gragas",2.73,13944,40,17747,10697,7
"11406",4921267431,"Samira & Galio",100,TRUE,FALSE,TRUE,15,5,4,3,2,19,"Samira","Galio",5.86,18426,56,17984.5,12993,9
"41809",4921267431,"Vayne & Leona",200,FALSE,FALSE,FALSE,6,7,5,2,7,7,"Vayne","Leona",1.43,14657,52.5,19273.5,10574.5,7.5
"11407",4927477439,"Kai'Sa & Pyke",100,TRUE,FALSE,TRUE,12,3,11,3,4,16,"Kai'Sa","Pyke",6,16132.5,44.5,17619,12091,4
"41810",4927477439,"Lucian & Galio",200,FALSE,FALSE,FALSE,3,7,3,4,6,6,"Lucian","Galio",1.23,13335.5,36,18953.5,8595,5
"11408",4916857763,"Mordekaiser & Galio",100,FALSE,FALSE,TRUE,0,7,5,2,4,10,"Mordekaiser","Galio",1.55,10654,55,24467,9216.5,11
"31575",4916857763,"Aphelios & Rell",200,TRUE,FALSE,FALSE,5,2,11,1,6,15,"Aphelios","Rell",4,13958.5,62.5,14332,11601,7
"21978",4916865965,"Miss Fortune & Sett",100,FALSE,TRUE,TRUE,8,5,4,4,7,8,"Miss Fortune","Sett",2,16707.5,47.5,24971,10769.5,4
"31576",4916865965,"Kai'Sa & Rell",200,TRUE,TRUE,FALSE,13,4,10,1,6,18,"Kai'Sa","Rell",4.2,20207,38,18156,11416.5,5.5
"21979",4916963308,"Samira & Maokai",100,TRUE,FALSE,TRUE,6,3,9,1,3,16,"Samira","Maokai",5.33,15479,44.5,17138.5,10446.5,8
"31577",4916963308,"Jhin & Thresh",200,FALSE,FALSE,FALSE,4,7,6,1,6,11,"Jhin","Thresh",1.69,10884,45.5,15799.5,8118,7.5
"11409",4916970516,"Syndra & Pantheon",100,FALSE,FALSE,FALSE,3,13,15,6,10,9,"Syndra","Pantheon",1.43,13623.5,50,18334.5,7986.5,5.5
"31578",4916970516,"Ezreal & Rell",200,TRUE,TRUE,TRUE,14,5,16,0,5,22,"Ezreal","Rell",5.2,20006.5,34,18127,11416.5,5
"11410",4916977646,"Kai'Sa & Alistar",100,FALSE,FALSE,TRUE,10,5,8,0,9,14,"Kai'Sa","Alistar",2.29,26171.5,73.5,29105.5,13090.5,7
"41811",4916977646,"Samira & Galio",200,TRUE,FALSE,FALSE,16,4,13,2,5,21,"Samira","Galio",5.78,30674.5,60,27451.5,14800,10.5
"21980",4917005375,"Jhin & Bard",100,TRUE,FALSE,FALSE,13,4,10,4,3,22,"Jhin","Bard",7,16303,56,14354,12013.5,8.5
"41812",4917005375,"Aphelios & Thresh",200,FALSE,FALSE,TRUE,5,7,5,3,10,8,"Aphelios","Thresh",1.24,12861,31,19752,9267,8.5
"11411",4917139428,"Jhin & Galio",100,TRUE,FALSE,TRUE,6,2,9,1,5,13,"Jhin","Galio",4.14,10751,52,13528,9816,7.5
"31579",4917139428,"Aphelios & Braum",200,FALSE,TRUE,FALSE,9,5,2,1,5,11,"Aphelios","Braum",2.3,9967.5,50.5,13600.5,10524.5,6
"21981",4922273256,"Yasuo & Pyke",100,TRUE,FALSE,TRUE,3,4,7,4,4,13,"Yasuo","Pyke",3.38,7704.5,23.5,11170.5,8110,3
"41813",4922273256,"Aphelios & Lulu",200,FALSE,FALSE,FALSE,0,10,3,3,6,3,"Aphelios","Lulu",0.56,5241.5,20.5,10910.5,5458.5,4
"21982",4917312495,"Aphelios & Galio",100,TRUE,FALSE,FALSE,4,7,18,2,4,25,"Aphelios","Galio",4.45,14727,51,21113,10600,6.5
"31580",4917312495,"Kai'Sa & Rell",200,FALSE,FALSE,TRUE,6,6,9,1,10,11,"Kai'Sa","Rell",1.69,17064.5,51,21289.5,11009,5
"21983",4917365186,"Orianna & Leona",100,FALSE,FALSE,FALSE,2,5,3,0,10,7,"Orianna","Leona",0.8,7917.5,30.5,14710,6943.5,6
"41814",4917365186,"Kai'Sa & Thresh",200,TRUE,TRUE,TRUE,26,0,5,1,3,27,"Kai'Sa","Thresh",19.67,19118.5,35,14317,12569,6.5
"21984",4922469606,"Jhin & Galio",100,FALSE,FALSE,FALSE,1,6,2,1,6,2,"Jhin","Galio",0.5,7752,36,13532.5,7258,7
"31581",4922469606,"Kai'Sa & Thresh",200,TRUE,FALSE,TRUE,5,1,13,2,2,13,"Kai'Sa","Thresh",11,11543,50.5,11714.5,9687,7.5
"21985",4928721267,"Yone & Leona",100,TRUE,FALSE,FALSE,9,0,12,1,5,20,"Yone","Leona",8.4,15313.5,40,14048.5,9867,6
"41815",4928721267,"Samira & Gragas",200,FALSE,FALSE,TRUE,8,10,5,2,8,11,"Samira","Gragas",1.44,10506.5,30,18508.5,8874,2
"21986",4917618307,"Jhin & Bard",100,FALSE,FALSE,TRUE,1,3,1,0,5,6,"Jhin","Bard",1,3770.5,35,11024.5,6468.5,6.5
"31582",4917618307,"Kai'Sa & Maokai",200,TRUE,FALSE,FALSE,4,0,6,2,1,6,"Kai'Sa","Maokai",18,11536.5,39,7527.5,8932,2.5
"11412",4917626880,"Miss Fortune & Galio",100,TRUE,FALSE,FALSE,6,7,7,4,8,14,"Miss Fortune","Galio",2.07,11295.5,51.5,19800.5,10467.5,10
"31583",4917626880,"Jhin & Bard",200,FALSE,FALSE,TRUE,12,4,7,5,7,15,"Jhin","Bard",3.55,17373.5,58,17449,12211.5,8.5
"21987",4917746897,"Syndra & Janna",100,FALSE,FALSE,TRUE,7,7,10,0,9,13,"Syndra","Janna",1.88,14313,54,14569,9070,10.5
"41816",4917746897,"Ashe & Rell",200,TRUE,FALSE,FALSE,7,3,13,1,2,16,"Ashe","Rell",7.4,15039.5,52.5,17552.5,11563,8
"21988",4917747159,"Kai'Sa & Pyke",100,FALSE,TRUE,TRUE,8,4,3,8,9,9,"Kai'Sa","Pyke",2.15,11984,72.5,16130,12382,5.5
"31584",4917747159,"Miss Fortune & Rell",200,TRUE,TRUE,FALSE,17,6,10,4,6,14,"Miss Fortune","Rell",3.75,20752.5,32,18512.5,12541.5,8
"11413",4917760289,"Aphelios & Thresh",100,TRUE,FALSE,FALSE,15,3,5,0,2,23,"Aphelios","Thresh",8.6,14908.5,31,10990.5,10707.5,5
"41817",4917760289,"Kai'Sa & Braum",200,FALSE,FALSE,TRUE,6,6,4,1,7,10,"Kai'Sa","Braum",1.62,7842,33.5,14617,8226.5,4.5
"21989",4923023938,"Samira & Galio",100,TRUE,FALSE,TRUE,11,2,7,1,3,16,"Samira","Galio",7,13853.5,29,13991.5,10483,5.5
"31585",4923023938,"Vayne & Alistar",200,FALSE,FALSE,FALSE,1,8,1,1,5,6,"Vayne","Alistar",0.69,5130.5,33,13464,6963,6.5
"21990",4917794030,"Aphelios & Galio",100,TRUE,FALSE,FALSE,6,3,8,0,5,14,"Aphelios","Galio",3.5,14959,68.5,18833,12475.5,8.5
"41818",4917794030,"Kai'Sa & Maokai",200,FALSE,FALSE,TRUE,7,6,1,2,6,6,"Kai'Sa","Maokai",1.33,14237,56,24150,11037,7.5
"21991",4923239867,"Yasuo & Galio",100,TRUE,FALSE,TRUE,5,3,2,6,6,10,"Yasuo","Galio",2.56,7520.5,37,12218.5,9035,6
"31586",4923239867,"Lucian & Thresh",200,FALSE,FALSE,FALSE,1,6,1,0,8,11,"Lucian","Thresh",0.93,6469.5,25,13176.5,6369,7
"11414",4917866807,"Jhin & Leona",100,TRUE,FALSE,TRUE,4,5,5,0,2,9,"Jhin","Leona",2.57,6647.5,35,9651.5,6665.5,4.5
"41819",4917866807,"Lucian & Rell",200,FALSE,FALSE,FALSE,2,3,1,0,3,8,"Lucian","Rell",1.83,6416.5,21.5,10438.5,5873,4
"11415",4917911278,"Lucian & Rakan",100,TRUE,FALSE,FALSE,7,12,8,4,8,27,"Lucian","Rakan",2.3,19845.5,68,24672.5,12880,7
"41820",4917911278,"Aphelios & Pantheon",200,FALSE,FALSE,TRUE,10,8,9,7,9,16,"Aphelios","Pantheon",2.47,25084.5,57.5,28749.5,14112,6.5
"11416",4917962679,"Samira & Alistar",100,FALSE,FALSE,FALSE,3,5,3,0,9,5,"Samira","Alistar",0.79,4486.5,19,15012,6033,2.5
"41821",4917962679,"Lucian & Rakan",200,TRUE,FALSE,TRUE,7,3,4,2,1,17,"Lucian","Rakan",7.5,9701,28,8296,8065.5,2.5
"21992",4929753325,"Kai'Sa & Gragas",100,FALSE,FALSE,TRUE,5,3,4,1,5,7,"Kai'Sa","Gragas",2.12,12824.5,41.5,15240,8338,6.5
"41822",4929753325,"Vayne & Alistar",200,TRUE,TRUE,FALSE,7,0,11,2,3,17,"Vayne","Alistar",12.33,12485,45.5,11531.5,9158.5,7.5
