"","a99","gameVersion","a11","kills","deaths","assists","totalDamageDealt","visionScore","totalDamageTaken","goldEarned","visionWardsBoughtInGame","a9","lll"
"5145",4760510763,"10.22.341.643",119,10,1,9,154982,21,14502,16086,0,TRUE,"BOT_CARRY"
"4138",4761180992,"10.22.341.643",350,2,3,16,13476,34,6553,7172,5,TRUE,"SUP"
"5146",4761180992,"10.22.341.643",81,6,6,7,94300,7,13618,10260,2,TRUE,"BOT_CARRY"
"9141",4761184663,"10.22.341.643",236,6,2,6,84543,21,11547,8538,3,TRUE,"BOT_CARRY"
"10123",4761184663,"10.22.341.643",25,2,2,17,14317,38,8586,6080,2,TRUE,"SUP"
"8138",4761267835,"10.22.341.643",555,10,8,16,41002,178,32510,17380,6,TRUE,"SUP"
"8139",4761318748,"10.22.341.643",360,6,4,8,211355,13,14933,15169,2,TRUE,"BOT_CARRY"
"10124",4761318748,"10.22.341.643",412,0,4,16,21427,53,16563,8112,11,TRUE,"SUP"
"3139",4761334238,"10.22.341.643",555,15,7,9,42297,55,21616,16728,6,TRUE,"SUP"
"4139",4761334238,"10.22.341.643",523,7,7,20,178297,21,19690,15000,2,TRUE,"BOT_CARRY"
"4140",4761387764,"10.22.341.643",134,7,8,11,134499,10,17519,11697,0,TRUE,"BOT_CARRY"
"5147",4761387764,"10.22.341.643",40,2,9,21,21742,49,16601,8394,8,TRUE,"SUP"
"1237",4761635922,"10.22.341.643",15,4,4,18,175933,13,13309,12611,0,TRUE,"BOT_CARRY"
"4141",4761635922,"10.22.341.643",555,10,3,12,31364,73,16847,10829,3,TRUE,"SUP"
"7138",4761665504,"10.22.341.643",412,0,7,15,17735,70,19626,8437,17,TRUE,"SUP"
"9142",4761665504,"10.22.341.643",523,9,6,10,229119,51,17182,16951,2,TRUE,"BOT_CARRY"
"2147",4761713939,"10.22.341.643",412,2,2,9,24312,103,19292,10124,11,TRUE,"SUP"
"3140",4761714148,"10.22.341.643",202,3,1,15,164260,25,11227,12755,5,TRUE,"BOT_CARRY"
"5148",4761714148,"10.22.341.643",3,2,3,17,29719,74,14853,7550,7,TRUE,"SUP"
"1238",4761742945,"10.22.341.643",80,4,6,15,33076,80,16336,8428,11,TRUE,"SUP"
"2148",4761742945,"10.22.341.643",202,5,6,9,106887,15,12907,10486,4,TRUE,"BOT_CARRY"
"2149",4761792552,"10.22.341.643",99,1,2,9,21678,54,6323,5922,8,TRUE,"SUP"
"8140",4761858617,"10.22.341.643",202,7,2,5,162485,16,11579,12261,3,TRUE,"BOT_CARRY"
"10125",4761858617,"10.22.341.643",412,4,3,10,18561,57,12058,7601,3,TRUE,"SUP"
"2150",4761864094,"10.22.341.643",147,4,5,9,30918,24,8849,6847,6,TRUE,"SUP"
"4142",4761864094,"10.22.341.643",63,9,3,7,102004,17,12626,10495,6,TRUE,"BOT_CARRY"
"9143",4761901662,"10.22.341.643",81,4,1,8,125936,19,12677,11129,1,TRUE,"BOT_CARRY"
"10126",4761901662,"10.22.341.643",89,0,3,9,15444,45,11120,5876,7,TRUE,"SUP"
"4143",4761958439,"10.22.341.643",21,12,3,13,231316,31,15726,17062,3,TRUE,"BOT_CARRY"
"5149",4761958439,"10.22.341.643",57,2,8,25,38169,78,29689,9688,15,TRUE,"SUP"
"7139",4761986653,"10.22.341.643",89,2,5,11,16095,64,15777,7192,11,TRUE,"SUP"
"8141",4761986653,"10.22.341.643",202,7,7,13,146996,12,17293,12773,2,TRUE,"BOT_CARRY"
"3141",4762419687,"10.22.341.643",22,4,3,10,85996,25,7549,8979,4,TRUE,"BOT_CARRY"
"4144",4762419687,"10.22.341.643",89,1,2,10,14156,48,6537,5298,9,TRUE,"SUP"
"4145",4762503722,"10.22.341.643",44,0,6,33,32014,68,21749,9800,8,TRUE,"SUP"
"5150",4762503722,"10.22.341.643",145,11,2,16,200295,28,21870,16366,0,TRUE,"BOT_CARRY"
"6127",4762516937,"10.22.341.643",12,4,10,24,21497,40,23370,9033,9,TRUE,"SUP"
"9144",4762516937,"10.22.341.643",157,6,6,13,197105,18,21914,14353,4,TRUE,"BOT_CARRY"
"3142",4762520459,"10.22.341.643",43,2,3,12,11804,77,7635,8083,11,TRUE,"SUP"
"4146",4762520459,"10.22.341.643",21,6,2,6,193468,33,16086,12912,4,TRUE,"BOT_CARRY"
"2151",4762523384,"10.22.341.643",81,8,5,8,118935,14,17853,12142,1,TRUE,"BOT_CARRY"
"4147",4762523384,"10.22.341.643",432,3,4,12,21992,85,11742,7409,11,TRUE,"SUP"
"6128",4762534765,"10.22.341.643",43,2,1,16,15823,74,8425,7741,8,TRUE,"SUP"
"7140",4762534765,"10.22.341.643",21,7,3,7,158495,32,9997,12416,4,TRUE,"BOT_CARRY"
"1239",4762587337,"10.22.341.643",12,1,2,14,18507,63,11153,7426,9,TRUE,"SUP"
"4148",4762587337,"10.22.341.643",21,4,3,6,115124,15,12434,10823,3,TRUE,"BOT_CARRY"
"3143",4762588505,"10.22.341.643",875,1,6,8,27123,68,23976,7535,10,TRUE,"SUP"
"4150",4762588505,"10.22.341.643",236,13,2,4,269520,40,16283,18222,4,TRUE,"BOT_CARRY"
"8142",4762605997,"10.22.341.643",50,2,3,19,96191,30,17403,10207,3,TRUE,"BOT_CARRY"
"9145",4762605997,"10.22.341.643",57,2,7,19,27070,79,18811,7817,14,TRUE,"SUP"
"1241",4762634954,"10.22.341.643",875,2,4,10,30175,54,18086,7585,8,TRUE,"SUP"
"4151",4762649580,"10.22.341.643",12,0,8,23,25534,83,35560,8436,10,TRUE,"SUP"
"5151",4762649580,"10.22.341.643",202,10,2,17,311486,40,25630,17359,5,TRUE,"BOT_CARRY"
"6129",4762671911,"10.22.341.643",202,2,4,15,123707,17,14116,9685,1,TRUE,"BOT_CARRY"
"7141",4762671911,"10.22.341.643",432,6,3,16,24887,64,15163,8632,10,TRUE,"SUP"
"6130",4762710604,"10.22.341.643",202,5,4,15,126353,24,13003,11613,3,TRUE,"BOT_CARRY"
"9146",4762710604,"10.22.341.643",117,4,2,24,22915,66,10735,8469,8,TRUE,"SUP"
"4152",4763008676,"10.22.341.643",202,4,3,7,92194,12,11822,9127,0,TRUE,"BOT_CARRY"
"5152",4763008676,"10.22.341.643",80,5,5,7,35299,36,11876,7258,4,TRUE,"SUP"
"9147",4763171494,"10.22.341.643",429,11,5,9,164111,30,23513,15257,3,TRUE,"BOT_CARRY"
"10127",4763171494,"10.22.341.643",12,2,5,20,26876,70,25325,9095,11,TRUE,"SUP"
"4153",4763225982,"10.22.341.643",412,1,6,33,29251,96,20901,10105,16,TRUE,"SUP"
"5153",4763225982,"10.22.341.643",81,14,7,14,175343,28,22717,15358,1,TRUE,"BOT_CARRY"
"7142",4763230387,"10.22.341.643",9,3,3,15,45900,102,15318,8470,14,TRUE,"SUP"
"2152",4763248630,"10.22.341.643",201,0,3,14,19108,74,14630,6191,12,TRUE,"SUP"
"4154",4763248630,"10.22.341.643",777,13,0,6,144333,19,13795,13629,3,TRUE,"BOT_CARRY"
"7143",4763280655,"10.22.341.643",202,2,3,8,132703,15,12593,10038,1,TRUE,"BOT_CARRY"
"8143",4763280655,"10.22.341.643",432,0,4,8,16699,64,11881,5835,10,TRUE,"SUP"
"1242",4763303700,"10.22.341.643",555,2,7,8,16344,70,14005,7493,6,TRUE,"SUP"
"4155",4763303700,"10.22.341.643",81,1,5,8,116819,9,12546,9203,0,TRUE,"BOT_CARRY"
"4156",4763372231,"10.22.341.643",145,14,4,7,167588,28,16307,14070,3,TRUE,"BOT_CARRY"
"5154",4763372231,"10.22.341.643",111,2,4,13,22358,50,13240,8093,9,TRUE,"SUP"
"2153",4763435897,"10.22.341.643",29,17,5,11,184221,22,19764,15932,0,TRUE,"BOT_CARRY"
"3144",4763435897,"10.22.341.643",497,1,3,28,22106,53,12917,7448,11,TRUE,"SUP"
"2154",4763860140,"10.22.341.643",235,9,2,17,94847,26,7853,11698,3,TRUE,"BOT_CARRY"
"3145",4763860140,"10.22.341.643",12,4,5,21,23278,54,20126,7912,10,TRUE,"SUP"
"1243",4764074398,"10.22.341.643",16,1,1,10,14097,37,6241,5839,6,TRUE,"SUP"
"5155",4764074398,"10.22.341.643",236,3,2,7,92020,22,14435,8981,4,TRUE,"BOT_CARRY"
"8144",4764078495,"10.22.341.643",236,3,3,6,83792,18,9547,9249,0,TRUE,"BOT_CARRY"
"9148",4764078495,"10.22.341.643",80,4,3,8,30015,64,10310,7844,3,TRUE,"SUP"
"4157",4764131518,"10.22.341.643",44,3,7,16,26668,48,15488,7978,9,TRUE,"SUP"
"5156",4764131518,"10.22.341.643",22,6,9,9,97774,19,17559,11341,1,TRUE,"BOT_CARRY"
"8145",4764148231,"10.22.341.643",12,1,1,23,25231,46,14587,7487,7,TRUE,"SUP"
"9149",4764148231,"10.22.341.643",360,13,3,4,118112,17,13841,12087,1,TRUE,"BOT_CARRY"
"7144",4764271878,"10.22.341.643",74,3,3,20,176226,21,15875,13557,5,TRUE,"BOT_CARRY"
"10128",4764271878,"10.22.341.643",80,8,1,15,60994,126,24928,11810,10,TRUE,"SUP"
"6131",4764370185,"10.22.341.643",3,0,0,11,27008,44,7844,5790,7,TRUE,"SUP"
"9150",4764370185,"10.22.341.643",145,10,2,5,145857,21,13253,13347,2,TRUE,"BOT_CARRY"
"1244",4764375943,"10.22.341.643",412,3,5,15,22342,49,14969,7329,8,TRUE,"SUP"
"4158",4764375943,"10.22.341.643",202,2,3,13,142191,27,9137,9975,2,TRUE,"BOT_CARRY"
"8146",4764387360,"10.22.341.643",111,2,9,15,28665,68,20591,8283,17,TRUE,"SUP"
"10129",4764387360,"10.22.341.643",145,10,5,10,249619,38,22686,17093,5,TRUE,"BOT_CARRY"
"7145",4764394322,"10.22.341.643",40,2,13,22,39046,127,26197,11149,20,TRUE,"SUP"
"10130",4764394322,"10.22.341.643",61,11,4,15,285449,29,19514,19370,3,TRUE,"BOT_CARRY"
"7146",4764409103,"10.22.341.643",236,11,5,10,245627,46,21557,16554,3,TRUE,"BOT_CARRY"
"9151",4764409103,"10.22.341.643",53,0,2,18,23010,103,14700,8841,16,TRUE,"SUP"
"8147",4764441218,"10.22.341.643",12,2,10,21,32694,112,46235,10014,24,TRUE,"SUP"
"10131",4764441218,"10.22.341.643",134,7,7,17,212332,28,29557,17300,7,TRUE,"BOT_CARRY"
"1245",4764561790,"10.22.341.643",57,1,2,7,27787,63,13283,7005,5,TRUE,"SUP"
"5157",4764561790,"10.22.341.643",360,5,2,6,138785,10,10199,11944,3,TRUE,"BOT_CARRY"
"4159",4764637393,"10.22.341.643",12,2,3,15,19571,62,16676,8025,11,TRUE,"SUP"
"7147",4764916026,"10.22.341.643",117,0,1,17,18794,33,5599,6743,4,TRUE,"SUP"
"10132",4764916026,"10.22.341.643",50,11,4,5,66041,19,16305,8632,2,TRUE,"BOT_CARRY"
"8148",4765185825,"10.22.341.643",80,5,6,15,35910,81,19014,9047,8,TRUE,"SUP"
"10133",4765185825,"10.22.341.643",202,10,1,12,190128,25,14683,14609,3,TRUE,"BOT_CARRY"
"3146",4765311640,"10.22.341.643",147,2,4,17,45436,92,13412,9300,11,TRUE,"SUP"
"5158",4765311640,"10.22.341.643",202,7,5,10,232718,19,19755,14695,3,TRUE,"BOT_CARRY"
"8149",4765423460,"10.22.341.643",432,1,4,13,24888,53,10819,6664,10,TRUE,"SUP"
"10134",4765423460,"10.22.341.643",81,12,1,6,126455,22,11238,12176,2,TRUE,"BOT_CARRY"
"9152",4765599975,"10.22.341.643",29,13,6,9,123229,12,16353,12128,2,TRUE,"BOT_CARRY"
"10135",4765599975,"10.22.341.643",497,0,7,23,17286,37,10379,6520,11,TRUE,"SUP"
"6132",4765611896,"10.22.341.643",81,5,0,4,145340,18,6216,11702,1,TRUE,"BOT_CARRY"
"10136",4765611896,"10.22.341.643",53,1,2,9,16304,63,8472,6637,10,TRUE,"SUP"
"8150",4765614731,"10.22.341.643",147,2,4,12,41361,94,13541,8927,10,TRUE,"SUP"
"10137",4765614731,"10.22.341.643",81,3,3,10,169273,47,12020,12478,3,TRUE,"BOT_CARRY"
"6133",4765621934,"10.22.341.643",145,8,5,12,221460,29,32693,15461,3,TRUE,"BOT_CARRY"
"10138",4765621934,"10.22.341.643",80,6,6,12,50025,91,26585,10642,11,TRUE,"SUP"
"6134",4765622729,"10.22.341.643",89,1,5,20,20201,51,14784,7434,9,TRUE,"SUP"
"9153",4765622729,"10.22.341.643",360,17,4,8,196723,30,23848,15215,5,TRUE,"BOT_CARRY"
"1246",4765684034,"10.22.341.643",412,0,5,15,18633,49,10868,6374,10,TRUE,"SUP"
"5159",4765684034,"10.22.341.643",145,12,2,6,153095,31,12730,13035,5,TRUE,"BOT_CARRY"
"2103",4765701023,"10.22.341.643",202,11,4,15,227003,42,20634,15478,6,TRUE,"BOT_CARRY"
"4112",4765701023,"10.22.341.643",412,1,4,26,25082,87,17549,9321,14,TRUE,"SUP"
"4149",4765751957,"10.22.341.643",50,5,8,16,37052,44,16738,9580,8,TRUE,"SUP"
"7106",4765832898,"10.22.341.643",85,10,3,10,90793,13,20615,10651,3,TRUE,"BOT_CARRY"
"9104",4765832898,"10.22.341.643",147,7,2,13,53524,68,7837,9805,8,TRUE,"SUP"
"4160",4765841492,"10.22.341.643",875,3,3,9,26864,59,14180,7335,8,TRUE,"SUP"
"5109",4765841492,"10.22.341.643",202,3,3,10,134088,16,10916,11147,2,TRUE,"BOT_CARRY"
"7148",4765851670,"10.22.341.643",412,1,3,17,28255,119,24913,10309,23,TRUE,"SUP"
"9108",4765851670,"10.22.341.643",134,11,5,10,342716,40,24675,19055,6,TRUE,"BOT_CARRY"
"4161",4765909960,"10.22.341.643",360,17,2,9,145932,17,19676,13880,3,TRUE,"BOT_CARRY"
"5113",4765909960,"10.22.341.643",412,1,3,25,20856,21,9980,6623,14,TRUE,"SUP"
"8106",4765929622,"10.22.341.643",432,2,2,22,24201,52,9161,6872,8,TRUE,"SUP"
"9111",4765929622,"10.22.341.643",15,6,1,13,133474,23,10166,10663,5,TRUE,"BOT_CARRY"
"3111",4765988040,"10.22.341.643",89,6,3,24,24932,44,14215,8842,10,TRUE,"SUP"
"5119",4765988040,"10.22.341.643",777,9,5,10,123690,26,15446,11571,3,TRUE,"BOT_CARRY"
"4162",4766115107,"10.22.341.643",202,4,6,21,206846,37,14862,13263,5,TRUE,"BOT_CARRY"
"5160",4766115107,"10.22.341.643",80,10,8,16,60232,78,23367,10708,12,TRUE,"SUP"
"9154",4766266915,"10.22.341.643",40,0,7,20,25998,76,11887,8538,12,TRUE,"SUP"
"8110",4766267569,"10.22.341.643",12,2,2,15,19390,58,14060,6160,7,TRUE,"SUP"
"2110",4766283976,"10.22.341.643",412,0,9,20,13475,102,23821,8544,21,TRUE,"SUP"
"4163",4766283976,"10.22.341.643",202,5,4,12,204566,27,20739,13913,4,TRUE,"BOT_CARRY"
"1139",4766314378,"10.22.341.643",523,1,2,9,150927,24,11265,11148,0,TRUE,"BOT_CARRY"
"3147",4766314378,"10.22.341.643",412,1,2,13,18833,68,10555,6922,12,TRUE,"SUP"
"6114",4766326612,"10.22.341.643",57,1,3,9,23663,49,12891,6764,4,TRUE,"SUP"
"1051",4766326612,"10.22.341.643",202,4,0,12,168212,28,10078,11547,2,TRUE,"BOT_CARRY"
"7149",4766359498,"10.22.341.643",555,12,3,12,49192,128,20782,15340,1,TRUE,"SUP"
"6135",4766460584,"10.22.341.643",432,1,6,28,33876,105,22630,8615,13,TRUE,"SUP"
"7150",4766460584,"10.22.341.643",202,16,4,12,242456,31,21887,16893,6,TRUE,"BOT_CARRY"
"1240",4766479499,"10.22.341.643",202,17,8,15,371140,39,34712,21666,3,TRUE,"BOT_CARRY"
"5161",4766479499,"10.22.341.643",875,1,2,2,10719,15,3460,7632,1,TRUE,"SUP"
"9155",4766636372,"10.22.341.643",523,9,2,10,137468,24,11923,12729,1,TRUE,"BOT_CARRY"
"10109",4766636372,"10.22.341.643",89,1,2,17,22670,44,10478,6609,8,TRUE,"SUP"
"1247",4766669553,"10.22.341.643",40,1,0,11,29304,93,4241,7654,11,TRUE,"SUP"
"3148",4766669553,"10.22.341.643",51,6,0,5,213739,34,10311,14259,4,TRUE,"BOT_CARRY"
"7151",4766692106,"10.22.341.643",236,13,6,13,241185,40,22577,16940,3,TRUE,"BOT_CARRY"
"8113",4766692106,"10.22.341.643",497,2,5,26,21874,83,22792,10311,21,TRUE,"SUP"
"2117",4766697417,"10.22.341.643",360,13,3,16,204380,42,13237,16918,5,TRUE,"BOT_CARRY"
"4164",4766697417,"10.22.341.643",57,3,8,18,31102,69,20707,9235,10,TRUE,"SUP"
"1248",4766881750,"10.22.341.643",89,1,2,23,29164,52,9631,8004,8,TRUE,"SUP"
"2122",4766881750,"10.22.341.643",202,7,4,14,142919,15,12104,12423,0,TRUE,"BOT_CARRY"
"9156",4766909716,"10.22.341.643",69,2,2,4,83028,13,12303,7973,3,TRUE,"BOT_CARRY"
"10139",4766909716,"10.22.341.643",53,1,3,13,15869,44,10595,6149,9,TRUE,"SUP"
"4165",4767292809,"10.22.341.643",875,2,4,16,38351,95,22126,9179,19,TRUE,"SUP"
"5162",4767292809,"10.22.341.643",145,13,3,10,238928,48,15623,18765,2,TRUE,"BOT_CARRY"
"7152",4767654337,"10.22.341.643",53,1,10,18,19007,112,27908,9256,16,TRUE,"SUP"
"9157",4767654337,"10.22.341.643",236,13,5,16,391685,44,28303,22104,1,TRUE,"BOT_CARRY"
"7153",4767716864,"10.22.341.643",25,2,9,29,37803,109,27385,11631,22,TRUE,"SUP"
"8151",4767716864,"10.22.341.643",523,11,9,14,375964,60,30603,20293,4,TRUE,"BOT_CARRY"
"1249",4767730090,"10.22.341.643",89,2,2,24,33417,57,16526,9078,7,TRUE,"SUP"
"2155",4767730090,"10.22.341.643",81,12,6,11,179519,29,17529,16029,2,TRUE,"BOT_CARRY"
"7154",4767845672,"10.22.341.643",117,2,4,25,18458,60,11529,8881,8,TRUE,"SUP"
"10140",4767845672,"10.22.341.643",523,7,7,10,183958,27,20240,13789,1,TRUE,"BOT_CARRY"
"6136",4767879805,"10.22.341.643",523,15,5,9,232265,34,21476,17256,0,TRUE,"BOT_CARRY"
"9158",4767879805,"10.22.341.643",44,1,9,21,29496,63,20499,8670,10,TRUE,"SUP"
"6137",4768049337,"10.22.341.643",203,19,4,9,231351,25,26231,17362,4,TRUE,"BOT_CARRY"
"7155",4768049337,"10.22.341.643",44,2,4,22,41432,48,17898,8352,6,TRUE,"SUP"
"3149",4768056886,"10.22.341.643",89,3,6,16,18791,54,15804,7455,11,TRUE,"SUP"
"5163",4768056886,"10.22.341.643",202,12,2,17,154785,19,10900,13798,4,TRUE,"BOT_CARRY"
"6138",4768075951,"10.22.341.643",412,0,4,18,21691,44,12775,6671,10,TRUE,"SUP"
"7156",4768075951,"10.22.341.643",235,8,4,12,75258,31,11563,10882,3,TRUE,"BOT_CARRY"
"6139",4768306736,"10.22.341.643",81,6,7,11,200823,38,22889,14449,4,TRUE,"BOT_CARRY"
"9159",4768306736,"10.22.341.643",43,1,4,18,34254,82,13769,8365,13,TRUE,"SUP"
"3150",4768372053,"10.22.341.643",412,1,0,17,19335,37,6865,6817,2,TRUE,"SUP"
"4166",4768372053,"10.22.341.643",119,8,2,5,94067,21,8953,10918,3,TRUE,"BOT_CARRY"
"3151",4768416258,"10.22.341.643",412,2,3,15,23756,77,12242,7238,13,TRUE,"SUP"
"7157",4768455337,"10.22.341.643",412,1,5,26,23176,51,15137,7518,7,TRUE,"SUP"
"10141",4768455337,"10.22.341.643",236,10,6,12,115796,31,17695,11691,8,TRUE,"BOT_CARRY"
"6140",4768499387,"10.22.341.643",22,1,6,14,153431,27,16122,12104,5,TRUE,"BOT_CARRY"
"8152",4768499387,"10.22.341.643",201,2,3,25,30499,93,18245,9455,13,TRUE,"SUP"
"3152",4768536138,"10.22.341.643",89,0,1,15,17387,28,7561,5753,3,TRUE,"SUP"
"4167",4768536138,"10.22.341.643",360,13,1,5,103665,12,8297,10944,1,TRUE,"BOT_CARRY"
"6141",4768623559,"10.22.341.643",523,11,1,10,121140,27,7638,13810,2,TRUE,"BOT_CARRY"
"8153",4768623559,"10.22.341.643",412,0,2,18,19921,42,6821,5373,8,TRUE,"SUP"
"7158",4768744668,"10.22.341.643",202,9,3,9,173512,32,10621,14133,3,TRUE,"BOT_CARRY"
"10142",4768744668,"10.22.341.643",117,0,6,16,12122,62,14027,7934,11,TRUE,"SUP"
"6142",4768753345,"10.22.341.643",12,3,5,16,18995,67,17568,8163,7,TRUE,"SUP"
"7159",4768753345,"10.22.341.643",498,6,4,13,182119,27,13634,14102,0,TRUE,"BOT_CARRY"
"8154",4768799796,"10.22.341.643",157,7,3,2,102490,17,14324,10105,1,TRUE,"BOT_CARRY"
"10143",4768799796,"10.22.341.643",412,1,2,14,15671,25,8687,5891,11,TRUE,"SUP"
"2156",4768942068,"10.22.341.643",432,0,8,17,29042,129,17637,8345,9,TRUE,"SUP"
"4168",4768942068,"10.22.341.643",236,14,4,9,227802,42,25270,17758,6,TRUE,"BOT_CARRY"
"8155",4768944773,"10.22.341.643",16,1,3,12,14537,74,8348,6717,3,TRUE,"SUP"
"10144",4768944773,"10.22.341.643",81,4,4,10,116721,13,16412,10767,2,TRUE,"BOT_CARRY"
"9160",4768957354,"10.22.341.643",412,1,5,17,16489,57,11157,7292,9,TRUE,"SUP"
"1250",4769006461,"10.22.341.643",44,1,4,15,34468,86,19524,9220,14,TRUE,"SUP"
"2157",4769006461,"10.22.341.643",360,10,3,8,187191,16,20670,16624,1,TRUE,"BOT_CARRY"
"2158",4769053005,"10.22.341.643",412,1,2,8,18208,65,8980,6606,7,TRUE,"SUP"
"9161",4769072602,"10.22.341.643",12,1,6,20,22859,61,15826,6857,9,TRUE,"SUP"
"1251",4769130087,"10.22.341.643",203,7,3,7,149842,28,14401,11932,3,TRUE,"BOT_CARRY"
"2159",4769130087,"10.22.341.643",12,0,1,16,16951,93,14303,7720,14,TRUE,"SUP"
"1252",4769142401,"10.22.341.643",22,12,3,11,248795,43,20264,16361,1,TRUE,"BOT_CARRY"
"3153",4769142401,"10.22.341.643",201,2,7,26,24232,80,24353,9685,6,TRUE,"SUP"
"8156",4822934540,"10.24.345.8390",236,6,2,7,79165,20,7597,9908,2,TRUE,"BOT_CARRY"
"9162",4822934540,"10.24.345.8390",111,2,3,13,22517,33,11500,6598,6,TRUE,"SUP"
"2160",4822983533,"10.24.345.8390",81,9,7,13,210544,29,29607,16251,5,TRUE,"BOT_CARRY"
"4169",4822983533,"10.24.345.8390",89,2,9,14,21029,84,24817,8707,11,TRUE,"SUP"
"7160",4823138366,"10.24.345.8390",202,9,4,8,124540,26,11548,11617,0,TRUE,"BOT_CARRY"
"9163",4823138366,"10.24.345.8390",412,2,2,15,21030,38,6425,6672,6,TRUE,"SUP"
"6143",4823201371,"10.24.345.8390",69,10,5,5,67725,18,12940,10163,2,TRUE,"BOT_CARRY"
"10145",4823201371,"10.24.345.8390",412,1,2,17,15764,43,8423,6284,12,TRUE,"SUP"
"1253",4823597592,"10.24.345.8390",57,1,6,10,28046,35,13148,6028,3,TRUE,"SUP"
"4170",4823597592,"10.24.345.8390",61,6,3,5,75537,19,7442,9068,4,TRUE,"BOT_CARRY"
"2161",4823656113,"10.24.345.8390",80,3,7,15,30512,37,15909,7758,7,TRUE,"SUP"
"3154",4823656113,"10.24.345.8390",236,12,4,6,176100,27,18827,14205,3,TRUE,"BOT_CARRY"
"8157",4823694284,"10.24.345.8390",777,7,5,7,114757,23,22113,10887,6,TRUE,"BOT_CARRY"
"9164",4823694284,"10.24.345.8390",432,1,5,34,31176,48,16558,8792,7,TRUE,"SUP"
"3155",4823781311,"10.24.345.8390",68,4,2,16,36413,58,9098,8900,6,TRUE,"SUP"
"4171",4823781311,"10.24.345.8390",202,8,2,11,114655,17,9879,11439,3,TRUE,"BOT_CARRY"
"4172",4823828577,"10.24.345.8390",497,4,6,25,20441,78,15786,8905,13,TRUE,"SUP"
"3156",4823885260,"10.24.345.8390",202,10,3,11,131488,29,14455,12913,6,TRUE,"BOT_CARRY"
"5164",4823885260,"10.24.345.8390",432,4,2,23,32546,91,15644,9763,6,TRUE,"SUP"
"2162",4823901959,"10.24.345.8390",360,18,3,2,194117,17,20935,17103,0,TRUE,"BOT_CARRY"
"5165",4823901959,"10.24.345.8390",79,0,7,12,33034,88,21371,7854,13,TRUE,"SUP"
"7161",4823959023,"10.24.345.8390",82,7,10,16,147787,19,40699,14651,0,TRUE,"BOT_CARRY"
"8158",4823959023,"10.24.345.8390",89,0,10,19,26621,104,25181,9122,10,TRUE,"SUP"
"1254",4824094879,"10.24.345.8390",21,11,2,10,93817,13,8273,12093,2,TRUE,"BOT_CARRY"
"5166",4824094879,"10.24.345.8390",875,2,1,17,31296,45,11070,6828,7,TRUE,"SUP"
"3157",4824168951,"10.24.345.8390",12,2,2,15,22935,58,17822,8102,9,TRUE,"SUP"
"2163",4824549842,"10.24.345.8390",67,5,3,6,118693,16,12828,10562,2,TRUE,"BOT_CARRY"
"3158",4824549842,"10.24.345.8390",80,5,8,12,49250,71,15207,8701,7,TRUE,"SUP"
"5167",4824668595,"10.24.345.8390",57,1,9,16,35020,65,21361,7462,10,TRUE,"SUP"
"1255",4824733826,"10.24.345.8390",12,3,7,22,36230,102,28742,10982,14,TRUE,"SUP"
"5168",4824733826,"10.24.345.8390",145,19,4,9,261430,38,22771,20936,1,TRUE,"BOT_CARRY"
"7162",4824767817,"10.24.345.8390",202,9,0,5,173266,35,10409,14645,5,TRUE,"BOT_CARRY"
"9165",4824767817,"10.24.345.8390",80,3,2,10,33067,83,13052,8279,9,TRUE,"SUP"
"4173",4824779003,"10.24.345.8390",145,11,1,9,153362,20,13527,12993,1,TRUE,"BOT_CARRY"
"5169",4824779003,"10.24.345.8390",111,1,1,15,20397,45,8948,6634,6,TRUE,"SUP"
"6144",4824804969,"10.24.345.8390",81,1,3,3,71333,12,7937,6995,3,TRUE,"BOT_CARRY"
"9166",4824804969,"10.24.345.8390",555,2,1,3,18856,42,5837,5106,7,TRUE,"SUP"
"7163",4824820914,"10.24.345.8390",145,7,3,6,138365,16,14471,12501,2,TRUE,"BOT_CARRY"
"10146",4824820914,"10.24.345.8390",875,2,3,11,28752,56,16720,7053,10,TRUE,"SUP"
"9167",4824842509,"10.24.345.8390",40,3,10,29,26675,120,25239,9893,12,TRUE,"SUP"
"2164",4824848601,"10.24.345.8390",360,9,4,11,121539,25,25250,12345,1,TRUE,"BOT_CARRY"
"5170",4824848601,"10.24.345.8390",12,2,9,17,19088,51,21728,6903,8,TRUE,"SUP"
"2165",4824875772,"10.24.345.8390",412,6,7,23,23422,107,24756,10591,17,TRUE,"SUP"
"7164",4825220333,"10.24.345.8390",145,12,2,6,160804,16,10120,13419,1,TRUE,"BOT_CARRY"
"10147",4825220333,"10.24.345.8390",53,6,0,12,17396,53,10684,7878,8,TRUE,"SUP"
"3159",4825316840,"10.24.345.8390",134,5,1,6,95423,21,7749,8877,3,TRUE,"BOT_CARRY"
"4174",4825316840,"10.24.345.8390",25,1,5,13,20937,53,11690,6048,5,TRUE,"SUP"
"6145",4825321795,"10.24.345.8390",145,1,3,8,125946,15,13528,9446,1,TRUE,"BOT_CARRY"
"9168",4825321795,"10.24.345.8390",497,3,1,10,22289,78,8179,7100,8,TRUE,"SUP"
"2166",4825367021,"10.24.345.8390",89,1,2,15,16152,41,11975,5881,5,TRUE,"SUP"
"4175",4825367021,"10.24.345.8390",81,10,3,6,119952,18,15179,11968,1,TRUE,"BOT_CARRY"
"7165",4825396661,"10.24.345.8390",145,6,1,4,127953,15,9958,11887,0,TRUE,"BOT_CARRY"
